message_body,message_body_tokens,email_criticality
"Dear John,

Thank you for contacting Aetheros Support.

We understand that you're experiencing issues with an IAM role impacting your production environment. We're committed to resolving this for you as quickly as possible.

To help us diagnose the problem efficiently, could you please provide the following information:

* The specific IAM role name
* The API endpoints you're unable to access
* The error messages you're seeing 
* The approximate time you first noticed this issue

We'll investigate this further and keep you updated on our progress.

Sincerely,
Aetheros Support Team","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'experience', 'issue', 'iam', 'role', 'impact', 'production', 'environment', 'committed', 'resolve', 'quickly', 'possible', 'help', 'diagnose', 'problem', 'efficiently', 'provide', 'follow', 'information', 'specific', 'iam', 'role', 'api', 'endpoint', 'unable', 'access', 'error', 'message', 'see', 'approximate', 'time', 'notice', 'issue', 'investigate', 'update', 'progress', 'sincerely', 'aetheros', 'support', 'team']",1
"Hi,

Here's the information you requested:

* **IAM Role Name:**  api-access-role-prod
* **API Endpoints:** Any endpoint under https://api.example.com/v1/*
* **Error Message:**  ""Unauthorized: Invalid or missing credentials""
* **Time Issue First Noticed:**  Approximately 09:00 AM UTC today

We also noticed that our cloud resource utilization spiked around the same time, which might be related. Can you look into that as well?

Thanks,
John","['hi', 'information', 'request', 'iam', 'role', 'api', 'access', 'role', 'prod', 'api', 'endpoints', 'endpoint', 'https://api.example.com/v1/', 'error', 'message', 'unauthorized', 'invalid', 'missing', 'credential', 'time', 'issue', 'noticed', 'approximately', '09:00', 'utc', 'today', 'notice', 'cloud', 'resource', 'utilization', 'spike', 'time', 'relate', 'look', 'thank', 'john']",1
"Hi Aetheros Support,

I've been noticing some strange latency spikes in our API monitoring dashboard since yesterday evening.  It doesn't seem tied to any particular endpoint or user action. Could you please take a look?

Thanks,
John Doe","['hi', 'aetheros', 'support', 'notice', 'strange', 'latency', 'spike', 'api', 'monitor', 'dashboard', 'yesterday', 'evening', 'tie', 'particular', 'endpoint', 'user', 'action', 'look', 'thank', 'john', 'doe']",0
"Dear John,

Thank you for contacting Aetheros Support. We are experiencing a high volume of requests at the moment. We'll look into your issue as soon as possible.

Best regards,
Aetheros Support Team","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'experience', 'high', 'volume', 'request', 'moment', 'look', 'issue', 'soon', 'possible', 'good', 'regard', 'aetheros', 'support', 'team']",0
"Hi again,

Just wanted to check in on this. The latency spikes are ongoing.  Do you have any updates?

Regards,
John","['hi', 'want', 'check', 'latency', 'spike', 'ongoing', 'update', 'regards', 'john']",0
"Dear John,

We apologize for the delay. Our team has investigated and found that the latency spikes were due to a temporary issue on our end. This issue has now been resolved. 

Please let us know if you experience any further problems.

Sincerely,
Aetheros Support Team","['dear', 'john', 'apologize', 'delay', 'team', 'investigate', 'find', 'latency', 'spike', 'temporary', 'issue', 'end', 'issue', 'resolve', 'let', 'know', 'experience', 'problem', 'sincerely', 'aetheros', 'support', 'team']",0
"Hi Aetheros Support,

I'm having some trouble figuring out how to best handle data type conversions in Mercury. Specifically, I'm trying to convert a string representation of a date and time to a format I can use for calculations. 

Could you point me to any relevant documentation or examples? 

Thanks,
John Doe","['hi', 'aetheros', 'support', 'have', 'trouble', 'figure', 'good', 'handle', 'datum', 'type', 'conversion', 'mercury', 'specifically', 'try', 'convert', 'string', 'representation', 'date', 'time', 'format', 'use', 'calculation', 'point', 'relevant', 'documentation', 'example', 'thank', 'john', 'doe']",0
"Dear John,

Thank you for contacting Aetheros Support. We understand you are experiencing difficulties with data type conversions in Mercury. 

Can you please provide us with a code snippet illustrating the issue you are encountering? This will help us better understand the context and provide you with a more accurate solution.

Best regards,
The Aetheros Support Team","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'experience', 'difficulty', 'data', 'type', 'conversion', 'mercury', 'provide', 'code', 'snippet', 'illustrate', 'issue', 'encounter', 'help', 'well', 'understand', 'context', 'provide', 'accurate', 'solution', 'good', 'regard', 'aetheros', 'support', 'team']",0
"Hi,

Here's the code I'm working with: 

```mercury
let dateString = ""2023-10-26 12:00:00"";
// How do I convert dateString to a DateTime object?
```

Any help would be appreciated!

Thanks,
John","['hi', 'code', 'work', '`', '`', '`', 'mercury', 'let', 'datestre', '=', '2023', '10', '26', '12:00:00', 'convert', 'datestre', 'datetime', 'object', '`', '`', '`', 'help', 'appreciate', 'thank', 'john']",0
"Hi Aetheros Support,

I'm having trouble adding users to a specific group within the IAM service. I've followed the documentation, but I keep encountering an error message. 

Could you please help me with this?

Thanks,
John Doe","['hi', 'aetheros', 'support', 'have', 'trouble', 'add', 'user', 'specific', 'group', 'iam', 'service', 'follow', 'documentation', 'encounter', 'error', 'message', 'help', 'thank', 'john', 'doe']",1
"Hi John,

Thank you for reaching out to us. We understand you're experiencing issues adding users to a group in our IAM service. 

To help us troubleshoot this issue, could you please provide us with the following information?

* The name of the group you're trying to add users to.
* The usernames of the users you're trying to add.
* A screenshot of the error message you're receiving.

Once we have this information, we'll be able to assist you further.

Best regards,
Aetheros Support Team","['hi', 'john', 'thank', 'reach', 'understand', 'experience', 'issue', 'add', 'user', 'group', 'iam', 'service', 'help', 'troubleshoot', 'issue', 'provide', 'follow', 'information', 'group', 'try', 'add', 'user', 'username', 'user', 'try', 'add', 'screenshot', 'error', 'message', 'receive', 'information', 'able', 'assist', 'good', 'regard', 'aetheros', 'support', 'team']",1
"Hi Support Team,

Thanks for the quick response. Here's the information:

* Group name: Developers
* Usernames: jane.smith, david.lee
* Screenshot: [Attached]

Let me know if you require anything else.

Regards,
John","['hi', 'support', 'team', 'thank', 'quick', 'response', 'information', 'group', 'developer', 'usernames', 'jane.smith', 'david.lee', 'screenshot', 'attach', 'let', 'know', 'require', 'regards', 'john']",1
"We're experiencing a critical issue with our Aetheros IAM integration. Our production API calls are failing due to incorrect permissions, causing a major outage. We need immediate assistance to resolve this. 

Specifically, users with the ""Editor"" role are suddenly unable to access endpoints they could access yesterday. We haven't made any changes to our IAM configuration recently. 

Please advise ASAP.","['experience', 'critical', 'issue', 'aetheros', 'iam', 'integration', 'production', 'api', 'call', 'fail', 'incorrect', 'permission', 'cause', 'major', 'outage', 'need', 'immediate', 'assistance', 'resolve', 'specifically', 'user', 'editor', 'role', 'suddenly', 'unable', 'access', 'endpoint', 'access', 'yesterday', 'change', 'iam', 'configuration', 'recently', 'advise', 'asap']",1
"Dear John,

Thank you for contacting Aetheros Support. We understand you are experiencing a critical issue with IAM permissions affecting your production environment.

We are currently investigating the issue and will provide an update as soon as possible. 

In the meantime, could you please provide the following information so we can better assist you:

* Affected API endpoints
* Timestamp of when the issue began
* Screenshots of any error messages

Thank you for your patience.

Sincerely,
Aetheros Support","['dear', 'john', 'thank', 'contact', 'aetheros', 'support', 'understand', 'experience', 'critical', 'issue', 'iam', 'permission', 'affect', 'production', 'environment', 'currently', 'investigate', 'issue', 'provide', 'update', 'soon', 'possible', 'meantime', 'provide', 'follow', 'information', 'well', 'assist', 'affected', 'api', 'endpoint', 'timestamp', 'issue', 'begin', 'screenshot', 'error', 'message', 'thank', 'patience', 'sincerely', 'aetheros', 'support']",1
"Here is the information you requested:

* **Affected API endpoints:** All endpoints under `/api/v2/products`
* **Timestamp of when the issue began:** Approximately 2023-10-26T09:45:00Z
* **Screenshots of any error messages:** [Attached]

We're losing a significant amount of revenue every minute this continues. Please escalate this to your highest priority level.","['information', 'request', 'affected', 'api', 'endpoint', 'endpoint', '`', '/api', 'v2', 'product', '`', 'timestamp', 'issue', 'begin', 'approximately', '2023', '10', '26t09:45:00z', 'screenshot', 'error', 'message', 'attach', 'lose', 'significant', 'revenue', 'minute', 'continue', 'escalate', 'high', 'priority', 'level']",1
"Dear John,

Thank you for providing the additional information. Our team has investigated the issue and identified a misconfiguration on our end that was causing the permission errors.

We have corrected the misconfiguration, and you should now be able to access the affected API endpoints without any issues. We sincerely apologize for the inconvenience caused by this outage.

Please do not hesitate to contact us if you have any further questions.

Sincerely,
Aetheros Support","['dear', 'john', 'thank', 'provide', 'additional', 'information', 'team', 'investigate', 'issue', 'identify', 'misconfiguration', 'end', 'cause', 'permission', 'error', 'correct', 'misconfiguration', 'able', 'access', 'affected', 'api', 'endpoint', 'issue', 'sincerely', 'apologize', 'inconvenience', 'cause', 'outage', 'hesitate', 'contact', 'question', 'sincerely', 'aetheros', 'support']",1
